ID_Lancamento;Data;AnoMes;ID_Conta;ID_CentroCusto;Valor_Realizado;Historico_Contabil
DOC-101754;2024-10-01;202410;4.02.001;CC2002;188190.79;Lancamento Razao - 4.02.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101755;2024-10-03;202410;4.02.001;CC2002;58108.46;Lancamento Razao - 4.02.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101756;2024-10-11;202410;4.02.001;CC2002;13119.18;Lancamento Razao - 4.02.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101757;2024-10-14;202410;4.02.001;CC2002;90838.04;Lancamento Razao - 4.02.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101758;2024-10-15;202410;4.02.001;CC2002;120286.03;Lancamento Razao - 4.02.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101759;2024-10-19;202410;4.02.001;CC2002;29067.02;Lancamento Razao - 4.02.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101760;2024-10-28;202410;4.02.001;CC2002;148510.11;Lancamento Razao - 4.02.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101761;2024-10-01;202410;4.03.001;CC3001;271558.47;Lancamento Razao - 4.03.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101762;2024-10-04;202410;4.03.001;CC3001;37212.0;Lancamento Razao - 4.03.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101763;2024-10-10;202410;4.03.001;CC3001;471235.67;Lancamento Razao - 4.03.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101764;2024-10-13;202410;4.03.001;CC3001;17405.85;Lancamento Razao - 4.03.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101765;2024-10-14;202410;4.03.001;CC3001;25901.09;Lancamento Razao - 4.03.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101766;2024-10-21;202410;4.03.001;CC3001;23370.3;Lancamento Razao - 4.03.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101767;2024-10-23;202410;4.03.001;CC3001;257582.59;Lancamento Razao - 4.03.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101768;2024-10-31;202410;4.03.001;CC3001;121910.8;Lancamento Razao - 4.03.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101769;2024-10-06;202410;4.04.001;CC3002;48480.01;Lancamento Razao - 4.04.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101770;2024-10-15;202410;4.04.001;CC3002;4423.0;Lancamento Razao - 4.04.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101771;2024-10-20;202410;4.04.001;CC3002;108634.0;Lancamento Razao - 4.04.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101772;2024-10-23;202410;4.04.001;CC3002;82600.4;Lancamento Razao - 4.04.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101773;2024-10-26;202410;4.04.001;CC3002;35707.91;Lancamento Razao - 4.04.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101774;2024-10-27;202410;4.04.001;CC3002;173313.16;Lancamento Razao - 4.04.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101775;2024-10-03;202410;4.05.001;CC1001;8049.75;Lancamento Razao - 4.05.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101776;2024-10-04;202410;4.05.001;CC1001;61646.06;Lancamento Razao - 4.05.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101777;2024-10-08;202410;4.05.001;CC1001;16406.55;Lancamento Razao - 4.05.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101778;2024-10-14;202410;4.05.001;CC1001;14986.41;Lancamento Razao - 4.05.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101779;2024-10-28;202410;4.05.001;CC1001;2700.76;Lancamento Razao - 4.05.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101780;2024-10-30;202410;4.05.001;CC1001;31796.61;Lancamento Razao - 4.05.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101781;2024-10-03;202410;4.05.001;CC3001;257.71;Lancamento Razao - 4.05.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101782;2024-10-08;202410;4.05.001;CC3001;16664.47;Lancamento Razao - 4.05.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101783;2024-10-10;202410;4.05.001;CC3001;15223.94;Lancamento Razao - 4.05.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101784;2024-10-11;202410;4.05.001;CC3001;25809.62;Lancamento Razao - 4.05.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101785;2024-10-13;202410;4.05.001;CC3001;44881.84;Lancamento Razao - 4.05.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101786;2024-10-17;202410;4.05.001;CC3001;1680.55;Lancamento Razao - 4.05.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101787;2024-10-24;202410;4.05.001;CC3001;26708.05;Lancamento Razao - 4.05.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101788;2024-10-31;202410;4.05.001;CC3001;4215.37;Lancamento Razao - 4.05.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101789;2024-10-03;202410;4.06.001;CC4001;111403.77;Lancamento Razao - 4.06.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101790;2024-10-04;202410;4.06.001;CC4001;97511.4;Lancamento Razao - 4.06.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101791;2024-10-06;202410;4.06.001;CC4001;44389.57;Lancamento Razao - 4.06.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101792;2024-10-17;202410;4.06.001;CC4001;70652.72;Lancamento Razao - 4.06.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101793;2024-10-21;202410;4.06.001;CC4001;21525.18;Lancamento Razao - 4.06.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101794;2024-10-25;202410;4.06.001;CC4001;36337.53;Lancamento Razao - 4.06.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101795;2024-10-07;202410;5.01.001;CC3001;57644.63;Lancamento Razao - 5.01.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101796;2024-10-12;202410;5.01.001;CC3001;88726.56;Lancamento Razao - 5.01.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101797;2024-10-17;202410;5.01.001;CC3001;229315.89;Lancamento Razao - 5.01.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101798;2024-10-21;202410;5.01.001;CC3001;53144.56;Lancamento Razao - 5.01.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101799;2024-10-24;202410;5.01.001;CC3001;24845.14;Lancamento Razao - 5.01.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101800;2024-10-25;202410;5.01.001;CC3001;162037.01;Lancamento Razao - 5.01.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101801;2024-10-27;202410;5.01.001;CC3001;227605.99;Lancamento Razao - 5.01.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101802;2024-10-29;202410;5.01.001;CC3001;13806.65;Lancamento Razao - 5.01.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101803;2024-10-04;202410;5.02.001;CC3001;25611.63;Lancamento Razao - 5.02.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101804;2024-10-05;202410;5.02.001;CC3001;14298.31;Lancamento Razao - 5.02.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101805;2024-10-06;202410;5.02.001;CC3001;39931.52;Lancamento Razao - 5.02.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101806;2024-10-07;202410;5.02.001;CC3001;55886.02;Lancamento Razao - 5.02.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101807;2024-10-08;202410;5.02.001;CC3001;129015.71;Lancamento Razao - 5.02.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101808;2024-10-09;202410;5.02.001;CC3001;98339.76;Lancamento Razao - 5.02.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101809;2024-10-20;202410;5.02.001;CC3001;90582.09;Lancamento Razao - 5.02.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101810;2024-10-21;202410;5.02.001;CC3001;40568.61;Lancamento Razao - 5.02.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101811;2024-10-28;202410;5.02.001;CC3001;171976.33;Lancamento Razao - 5.02.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101812;2024-10-31;202410;5.02.001;CC3001;59512.41;Lancamento Razao - 5.02.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101813;2024-10-06;202410;5.03.001;CC3001;9260.43;Lancamento Razao - 5.03.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101814;2024-10-21;202410;5.03.001;CC3001;77358.57;Lancamento Razao - 5.03.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101815;2024-10-25;202410;5.03.001;CC3001;26976.07;Lancamento Razao - 5.03.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101816;2024-10-31;202410;5.03.001;CC3001;79543.35;Lancamento Razao - 5.03.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101817;2024-10-15;202410;6.01.001;CC3001;27476.49;Lancamento Razao - 6.01.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101818;2024-10-19;202410;6.01.001;CC3001;73169.81;Lancamento Razao - 6.01.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101819;2024-10-22;202410;6.01.001;CC3001;736965.07;Lancamento Razao - 6.01.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101820;2024-10-25;202410;6.01.001;CC3001;98094.27;Lancamento Razao - 6.01.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101821;2024-10-29;202410;6.01.001;CC3001;690579.61;Lancamento Razao - 6.01.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101822;2024-10-30;202410;6.01.001;CC3001;124659.39;Lancamento Razao - 6.01.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101823;2024-10-31;202410;6.01.001;CC3001;391941.11;Lancamento Razao - 6.01.001 - Ref 10/2024 - Planta Venancio Aires
DOC-101824;2024-11-05;202411;1.01.001;CC4001;1776474.52;Lancamento Razao - 1.01.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101825;2024-11-11;202411;1.01.001;CC4001;1165858.16;Lancamento Razao - 1.01.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101826;2024-11-15;202411;1.01.001;CC4001;164595.73;Lancamento Razao - 1.01.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101827;2024-11-20;202411;1.01.001;CC4001;1766907.07;Lancamento Razao - 1.01.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101828;2024-11-21;202411;1.01.001;CC4001;5163758.49;Lancamento Razao - 1.01.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101829;2024-11-27;202411;1.01.001;CC4001;13583821.0;Lancamento Razao - 1.01.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101830;2024-11-29;202411;1.01.001;CC4001;9994595.04;Lancamento Razao - 1.01.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101831;2024-11-30;202411;1.01.001;CC4001;7084191.79;Lancamento Razao - 1.01.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101832;2024-11-10;202411;1.01.002;CC4001;4389515.92;Lancamento Razao - 1.01.002 - Ref 11/2024 - Planta Venancio Aires
DOC-101833;2024-11-15;202411;1.01.002;CC4001;3090415.95;Lancamento Razao - 1.01.002 - Ref 11/2024 - Planta Venancio Aires
DOC-101834;2024-11-16;202411;1.01.002;CC4001;852007.6;Lancamento Razao - 1.01.002 - Ref 11/2024 - Planta Venancio Aires
DOC-101835;2024-11-21;202411;1.01.002;CC4001;6718035.42;Lancamento Razao - 1.01.002 - Ref 11/2024 - Planta Venancio Aires
DOC-101836;2024-11-02;202411;1.01.003;CC4001;48792.27;Lancamento Razao - 1.01.003 - Ref 11/2024 - Planta Venancio Aires
DOC-101837;2024-11-03;202411;1.01.003;CC4001;245730.92;Lancamento Razao - 1.01.003 - Ref 11/2024 - Planta Venancio Aires
DOC-101838;2024-11-09;202411;1.01.003;CC4001;255830.64;Lancamento Razao - 1.01.003 - Ref 11/2024 - Planta Venancio Aires
DOC-101839;2024-11-10;202411;1.01.003;CC4001;829164.9;Lancamento Razao - 1.01.003 - Ref 11/2024 - Planta Venancio Aires
DOC-101840;2024-11-12;202411;1.01.003;CC4001;328093.26;Lancamento Razao - 1.01.003 - Ref 11/2024 - Planta Venancio Aires
DOC-101841;2024-11-15;202411;1.01.003;CC4001;198527.31;Lancamento Razao - 1.01.003 - Ref 11/2024 - Planta Venancio Aires
DOC-101842;2024-11-17;202411;1.01.003;CC4001;1560912.48;Lancamento Razao - 1.01.003 - Ref 11/2024 - Planta Venancio Aires
DOC-101843;2024-11-19;202411;1.01.003;CC4001;48666.85;Lancamento Razao - 1.01.003 - Ref 11/2024 - Planta Venancio Aires
DOC-101844;2024-11-23;202411;1.01.003;CC4001;227744.99;Lancamento Razao - 1.01.003 - Ref 11/2024 - Planta Venancio Aires
DOC-101845;2024-11-28;202411;1.01.003;CC4001;17806.02;Lancamento Razao - 1.01.003 - Ref 11/2024 - Planta Venancio Aires
DOC-101846;2024-11-03;202411;1.02.001;CC4001;273167.24;Lancamento Razao - 1.02.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101847;2024-11-10;202411;1.02.001;CC4001;507502.59;Lancamento Razao - 1.02.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101848;2024-11-12;202411;1.02.001;CC4001;66644.67;Lancamento Razao - 1.02.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101849;2024-11-27;202411;1.02.001;CC4001;396420.11;Lancamento Razao - 1.02.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101850;2024-11-03;202411;2.01.001;CC3001;65636.77;Lancamento Razao - 2.01.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101851;2024-11-13;202411;2.01.001;CC3001;76496.54;Lancamento Razao - 2.01.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101852;2024-11-15;202411;2.01.001;CC3001;850.52;Lancamento Razao - 2.01.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101853;2024-11-17;202411;2.01.001;CC3001;154077.57;Lancamento Razao - 2.01.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101854;2024-11-19;202411;2.01.001;CC3001;60713.09;Lancamento Razao - 2.01.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101855;2024-11-20;202411;2.01.001;CC3001;17013.86;Lancamento Razao - 2.01.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101856;2024-11-27;202411;2.01.001;CC3001;82774.58;Lancamento Razao - 2.01.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101857;2024-11-28;202411;2.01.001;CC3001;15475.47;Lancamento Razao - 2.01.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101858;2024-11-30;202411;2.01.001;CC3001;96499.93;Lancamento Razao - 2.01.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101859;2024-11-02;202411;2.02.001;CC4001;10983.62;Lancamento Razao - 2.02.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101860;2024-11-07;202411;2.02.001;CC4001;111855.86;Lancamento Razao - 2.02.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101861;2024-11-15;202411;2.02.001;CC4001;71550.38;Lancamento Razao - 2.02.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101862;2024-11-19;202411;2.02.001;CC4001;9335.67;Lancamento Razao - 2.02.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101863;2024-11-21;202411;2.02.001;CC4001;25467.03;Lancamento Razao - 2.02.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101864;2024-11-24;202411;2.02.001;CC4001;1147.83;Lancamento Razao - 2.02.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101865;2024-11-26;202411;2.02.001;CC4001;58170.74;Lancamento Razao - 2.02.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101866;2024-11-30;202411;2.02.001;CC4001;32966.68;Lancamento Razao - 2.02.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101867;2024-11-02;202411;3.01.001;CC1001;591081.04;Lancamento Razao - 3.01.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101868;2024-11-05;202411;3.01.001;CC1001;2253576.9;Lancamento Razao - 3.01.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101869;2024-11-15;202411;3.01.001;CC1001;81793.14;Lancamento Razao - 3.01.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101870;2024-11-16;202411;3.01.001;CC1001;3865775.94;Lancamento Razao - 3.01.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101871;2024-11-17;202411;3.01.001;CC1001;3170132.53;Lancamento Razao - 3.01.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101872;2024-11-20;202411;3.01.001;CC1001;1826877.46;Lancamento Razao - 3.01.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101873;2024-11-11;202411;3.02.001;CC1002;264519.81;Lancamento Razao - 3.02.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101874;2024-11-26;202411;3.02.001;CC1002;655333.35;Lancamento Razao - 3.02.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101875;2024-11-27;202411;3.02.001;CC1002;60278.0;Lancamento Razao - 3.02.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101876;2024-11-29;202411;3.02.001;CC1002;24191.43;Lancamento Razao - 3.02.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101877;2024-11-02;202411;3.02.001;CC1003;2984.45;Lancamento Razao - 3.02.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101878;2024-11-03;202411;3.02.001;CC1003;73940.2;Lancamento Razao - 3.02.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101879;2024-11-06;202411;3.02.001;CC1003;455875.88;Lancamento Razao - 3.02.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101880;2024-11-08;202411;3.02.001;CC1003;163732.51;Lancamento Razao - 3.02.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101881;2024-11-15;202411;3.02.001;CC1003;62334.12;Lancamento Razao - 3.02.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101882;2024-11-17;202411;3.02.001;CC1003;5561.65;Lancamento Razao - 3.02.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101883;2024-11-21;202411;3.02.001;CC1003;150557.97;Lancamento Razao - 3.02.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101884;2024-11-23;202411;3.02.001;CC1003;77284.01;Lancamento Razao - 3.02.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101885;2024-11-24;202411;3.02.001;CC1003;10326.52;Lancamento Razao - 3.02.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101886;2024-11-06;202411;3.03.001;CC1002;2632.38;Lancamento Razao - 3.03.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101887;2024-11-10;202411;3.03.001;CC1002;64202.8;Lancamento Razao - 3.03.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101888;2024-11-12;202411;3.03.001;CC1002;29546.39;Lancamento Razao - 3.03.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101889;2024-11-13;202411;3.03.001;CC1002;47215.01;Lancamento Razao - 3.03.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101890;2024-11-14;202411;3.03.001;CC1002;56403.37;Lancamento Razao - 3.03.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101891;2024-11-17;202411;3.03.001;CC1002;22651.74;Lancamento Razao - 3.03.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101892;2024-11-20;202411;3.03.001;CC1002;19461.71;Lancamento Razao - 3.03.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101893;2024-11-27;202411;3.03.001;CC1002;15033.55;Lancamento Razao - 3.03.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101894;2024-11-02;202411;3.03.001;CC1003;37275.93;Lancamento Razao - 3.03.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101895;2024-11-03;202411;3.03.001;CC1003;23095.14;Lancamento Razao - 3.03.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101896;2024-11-11;202411;3.03.001;CC1003;55925.16;Lancamento Razao - 3.03.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101897;2024-11-20;202411;3.03.001;CC1003;14689.66;Lancamento Razao - 3.03.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101898;2024-11-21;202411;3.03.001;CC1003;23422.66;Lancamento Razao - 3.03.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101899;2024-11-22;202411;3.03.001;CC1003;25017.79;Lancamento Razao - 3.03.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101900;2024-11-23;202411;3.03.001;CC1003;22459.17;Lancamento Razao - 3.03.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101901;2024-11-25;202411;3.03.001;CC1003;30408.47;Lancamento Razao - 3.03.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101902;2024-11-26;202411;3.03.001;CC1003;6796.46;Lancamento Razao - 3.03.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101903;2024-11-30;202411;3.03.001;CC1003;18007.17;Lancamento Razao - 3.03.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101904;2024-11-10;202411;3.03.001;CC1005;11614.84;Lancamento Razao - 3.03.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101905;2024-11-13;202411;3.03.001;CC1005;51216.01;Lancamento Razao - 3.03.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101906;2024-11-18;202411;3.03.001;CC1005;70573.95;Lancamento Razao - 3.03.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101907;2024-11-22;202411;3.03.001;CC1005;111456.62;Lancamento Razao - 3.03.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101908;2024-11-05;202411;3.04.001;CC1004;207049.59;Lancamento Razao - 3.04.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101909;2024-11-11;202411;3.04.001;CC1004;107367.95;Lancamento Razao - 3.04.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101910;2024-11-20;202411;3.04.001;CC1004;152953.75;Lancamento Razao - 3.04.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101911;2024-11-22;202411;3.04.001;CC1004;11192.84;Lancamento Razao - 3.04.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101912;2024-11-24;202411;3.04.001;CC1004;44658.86;Lancamento Razao - 3.04.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101913;2024-11-28;202411;3.04.001;CC1004;68335.36;Lancamento Razao - 3.04.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101914;2024-11-05;202411;3.05.001;CC1005;223905.85;Lancamento Razao - 3.05.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101915;2024-11-19;202411;3.05.001;CC1005;16356.73;Lancamento Razao - 3.05.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101916;2024-11-22;202411;3.05.001;CC1005;52809.14;Lancamento Razao - 3.05.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101917;2024-11-30;202411;3.05.001;CC1005;113455.57;Lancamento Razao - 3.05.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101918;2024-11-12;202411;3.06.001;CC1002;239686.83;Lancamento Razao - 3.06.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101919;2024-11-10;202411;3.06.001;CC1003;252918.94;Lancamento Razao - 3.06.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101920;2024-11-03;202411;4.01.001;CC2001;1371.91;Lancamento Razao - 4.01.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101921;2024-11-05;202411;4.01.001;CC2001;1911.76;Lancamento Razao - 4.01.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101922;2024-11-10;202411;4.01.001;CC2001;61443.28;Lancamento Razao - 4.01.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101923;2024-11-13;202411;4.01.001;CC2001;9296.59;Lancamento Razao - 4.01.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101924;2024-11-18;202411;4.01.001;CC2001;28406.7;Lancamento Razao - 4.01.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101925;2024-11-20;202411;4.01.001;CC2001;102822.16;Lancamento Razao - 4.01.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101926;2024-11-22;202411;4.01.001;CC2001;403160.1;Lancamento Razao - 4.01.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101927;2024-11-23;202411;4.01.001;CC2001;210903.44;Lancamento Razao - 4.01.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101928;2024-11-30;202411;4.01.001;CC2001;178615.7;Lancamento Razao - 4.01.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101929;2024-11-05;202411;4.01.002;CC2001;24604.62;Lancamento Razao - 4.01.002 - Ref 11/2024 - Planta Venancio Aires
DOC-101930;2024-11-11;202411;4.01.002;CC2001;190130.33;Lancamento Razao - 4.01.002 - Ref 11/2024 - Planta Venancio Aires
DOC-101931;2024-11-21;202411;4.01.002;CC2001;35826.1;Lancamento Razao - 4.01.002 - Ref 11/2024 - Planta Venancio Aires
DOC-101932;2024-11-22;202411;4.01.002;CC2001;6453.35;Lancamento Razao - 4.01.002 - Ref 11/2024 - Planta Venancio Aires
DOC-101933;2024-11-23;202411;4.01.002;CC2001;67981.36;Lancamento Razao - 4.01.002 - Ref 11/2024 - Planta Venancio Aires
DOC-101934;2024-11-26;202411;4.01.002;CC2001;8559.23;Lancamento Razao - 4.01.002 - Ref 11/2024 - Planta Venancio Aires
DOC-101935;2024-11-27;202411;4.01.002;CC2001;29990.23;Lancamento Razao - 4.01.002 - Ref 11/2024 - Planta Venancio Aires
DOC-101936;2024-11-01;202411;4.02.001;CC2002;37421.81;Lancamento Razao - 4.02.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101937;2024-11-03;202411;4.02.001;CC2002;66641.4;Lancamento Razao - 4.02.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101938;2024-11-12;202411;4.02.001;CC2002;271510.27;Lancamento Razao - 4.02.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101939;2024-11-14;202411;4.02.001;CC2002;7754.47;Lancamento Razao - 4.02.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101940;2024-11-17;202411;4.02.001;CC2002;17668.65;Lancamento Razao - 4.02.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101941;2024-11-21;202411;4.02.001;CC2002;27603.44;Lancamento Razao - 4.02.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101942;2024-11-22;202411;4.02.001;CC2002;30136.89;Lancamento Razao - 4.02.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101943;2024-11-24;202411;4.02.001;CC2002;29118.22;Lancamento Razao - 4.02.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101944;2024-11-28;202411;4.02.001;CC2002;131010.3;Lancamento Razao - 4.02.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101945;2024-11-29;202411;4.02.001;CC2002;68860.73;Lancamento Razao - 4.02.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101946;2024-11-06;202411;4.03.001;CC3001;139013.95;Lancamento Razao - 4.03.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101947;2024-11-07;202411;4.03.001;CC3001;54960.34;Lancamento Razao - 4.03.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101948;2024-11-10;202411;4.03.001;CC3001;257772.01;Lancamento Razao - 4.03.001 - Ref 11/2024 - Planta Venancio Aires
DOC-101949;2024-11-11;202411;4.03.001;CC3001;460647.74;Lancamento Razao - 4.03.001 - Ref 11/2024 - Planta Venancio Aires
